StudentID,OrderedCourseSequence
STNR010713,"['34311', '2101', '34302', '34210', '1005', '2105', '2161', '2403', '2138', '1017', '34220', '2132', '34120', '26027', '10022', '42610', '34220', '34229', '2632', '34330', '34334', '34351', '34338', '34120', '34343', '1227', 'B34-15', '2443']"
STNR010714,"['34130', '34230', '34130', '34361', '42490', '34020', '34020', '34361', '34034', '34351', '2223', '34349', '34230', '2450', '34251', '34355', '34251', '34361', '34355', '34251', '34034', 'E34-32']"
STNR010715,"['27430', '28315', '23662', '26436', '22235', '27322', '26426', '28850', '27101', '26426']"
STNR010716,"['28160', '26130', '28242', '28242', '26290', '26290', '28316', '28246', '28315', '28315', '28150-1', '28150-1', '47301', '26130', '28242', '28242', '27246', '28315', '28315']"
STNR010717,"['47303', '26317', '28855', '26125', '28212', '26231', '26231', '26317', '28212', '26231', '26231', '26330', '26433', '26130', '28315', '28310']"
STNR010718,"['28872', '28315', '28831', '28451', '28315', 'E23-30', '28315']"
STNR010719,"['28515', '11430', '11440', '11418', '28315', '2633', '28415', '11430', '28315', '11441', '28885', '28415', '42186']"
STNR010720,"['B01-20', 'S34-02-1', '2232', 'S01-05-1', '2234', '2239', '2291', '2220', '2233', 'S01-05-2', 'S01-05-3', '02255-1', '2502', '2234', '2267', 'S01-05-4', '42490', '2238', 'E01-35']"
STNR010721,"['2287', '2502', '2450', '42490', '2220', '2291', '2180', '2285', '2238', '34367', '2289', '2269', '2249', 'S34-02-1', '2456', '2267', 'E01-30']"
STNR010722,"['2632', '12104', '12142', '12130', '12240', '42429']"
STNR010723,"['12136', '12227', '12237', '12110', '12104', '12228', '12130', '12240', '42378-2', '25327', '42490', 'E28-32']"
STNR010724,"['12104', '42436-1', '12130', '12240', '42378-2', '12136', '12231']"
STNR010725,"['27002', '26050', '27007', '27022', '27023', '1005', '26400', '2633', '2402', '27028', '27026', '27015', '12143', '27034', '27051-1', '36611', '10050', '27035-1', '42610', 'B27-20', '12130', '12139', '12202', '12240', '12227', '12237', '12331', '28871']"
STNR010726,"['34345', '34345', '12140', '42988', '62202', '42988', '62202', 'S62-05-1']"
STNR010727,"['12104', '12228', '42351', '12240', '12227', '12237', '11222', '42429']"
STNR010728,"['12104', '42274', '12228', '42631', '12240', '42378-2', '42275', '12227', '12237', '25324', '12231', '30532', '12145', '12233', 'S12-02-1', '30532', 'E12-32']"
STNR010729,"['11116', '30330', '30300', '12240', '42543', '42490', '30320', '46415', 'E30-30']"
STNR010730,"['62328', '11767', '62327', '62265', '62267', '62268', '1920', '62269', '62276', '62277', '11412', '62270', '62279', 'PRA62-30', '12240', 'PRA62-30', '62202', '11412', '62999', '11412', 'DE62-20', '11412', '42490', '28871', '28871']"
STNR010731,"['11462', '12003', '2632', '2633', '12134', '12102', '41102', '2633', '2402', '12143', '42610', '10022', '12203', '2402', '12500', '25104', '10022', 'B12-17', '42610', '12104', '42274', '25301', '12240', '12237', '42490', '42372', '42351', '11857', '11859']"
STNR010732,"['12336', '12142', '12233', '12240', '25107', '12237', '12205', '42429']"
STNR010733,"['12202', '26050', '12000', '26202', '11462', '1005', '12205', '12003', '41102', '12102', '2633', '25105', '10022', '12203', '42340', '2402', '42421', '12102', '41102', '42611', '12320', 'B12-20', '2409', '12240', '11857', '11858', '11859', '42270']"
STNR010734,"['11462', '12003', '1005', '12102', '1005', '12203', '42340', '42611', '27002', '2402', '12134', '12210', '2402', '10022', '10603', '2631', '42429', '12228', '47202', '11203', '41102', '12240', '10022', '25104', 'B12-20']"
STNR010735,"['42004', '42003', '42002', '28870', '42006', '10304', '26510', '47319', 'S47-05-1', 'E47-35']"
STNR010736,"['B47-15', '47320', '10122', '2450', '47319', '10304', '10314', 'S47-05-1', '33321', '33336', '10333', '42429', '10200', '22652', 'E47-30']"
STNR010737,"['26000', '2633', '34029', '10036', '33255', '10102', '10209', '34020', '2402', '10260', '10303', '42610', '41312', 'B47-17', '10304', '47319', '46230', '10304', '26290', '42003', '42002', '47330', '10316', '47305', '34552', '34553', '47317', '47301', '2411']"
STNR010738,"['26290', '42007', '47318-1', '42002', '47330', '47302', '47304', '10304', '47319', 'S47-10-1', '42003', '42004', '47316', '47310', 'E47-30']"
STNR010739,"['B47-20', '47302', '28140', '10303', '47319', '10304', '10304', 'S47-05-3', '47301', '10122', '10350', '42490', '10122', '33250', '33250', '10302', '47317', '47509', 'S47-10-1', 'S47-05-4', 'E47-35']"
STNR010740,"['10400', '10122', '47330', '42490', '10316', '10401', '10304', '10302', '10730', '47336']"
STNR010741,"['10321', '10333', '22600', '22651', '10304', '27510', '42490', '10386', '10314', '2450', '27510']"
STNR010742,"['62657', '41784', '62904', '41786', '62635', '62904', '46000', '41860', '41402', '41422', '62999']"
STNR010743,"['62614', 'PRA62-30', '62683', 'DE62-20', '62643', '62683', '62683', '46110', '2601', '41521', '41514', '41810', '41515', '41524', '41733', '42490', '41808', '41635', '41512', '41528', '41315', '2431']"
STNR010744,"['42640', '41525', '42171', '42085', '41516', '41811', '41632', 'E41-32']"
STNR010745,"['41216', '2411', '2411', '41275', '42490', '41811', '41083', '2411', '2411', '41106', '41106', '41514', '41514', '41346', '41346', '41343', '41822', '41221', '41107', '46110', '41418', '41563', '41315']"
STNR010746,"['1005', '12202', '26050', '12000', '25105', '27008', '1005', '12003', '26050', '47202', '12102', '41102', '2633', '1005']"
STNR010747,"['12202', '26050', '12000', '12143', '25105', '27008', '1005', '12003', '12139', '12102', '10022', '12205', '42340', '12203', '12134', '42587', '2402', '42611', '2631', '11857', '11858', '11859', '42270', '42429']"
STNR010748,"['12202', '26050', '12000', '25105', '27008', '1005', '12205', '12003', '12139', '12134', '12102', '2633', '2402', '12143', '10022', '42340', '12203', '42611', '47202', 'B12-15', '28870', 'P25-02-1']"
STNR010749,"['12202', '26050', '12000', '25105', '27008', '1005', '12205', '12003', '27008', '12139', '12102', '2633', '12143', '10022', '42610', '42340', '12203', '42281', '12134', '42587', '2402', '11857', '11858', '11859', 'B12-15']"
STNR010750,"['12202', '26050', '12000', '25105', '26400', '1005', '12003', '26400', '12139', '12102', '41102', '2633', '12143', '12320', '10022', '42340', '12203', '47202', '42421', '2402', '27002', '47302', '42610', '42101', 'B12-15', '42429']"
STNR010751,"['25105', '27008', '1005', '10020', '12205', '12003', '2632', '2402', '12134', '12102', '41102', '12143', '26027', '12320', '42340', '12203', '47202', '42587', '12139', '25301', '42351', '42430', '11857', '11858', '11859', '42611']"
STNR010752,"['12202', '26050', '12000', '26050', '25105', '27008', '1005', '12003', '27008', '26050', '12102', '10020', '1005', '12205', '42340', '12203', '2632', '26050', '12134', '42587', '2402', '12139', '42611', '12143', '25104', '12227', '42381', '12331']"
STNR010753,"['12202', '26050', '12000', '25105', '27008', '26400', '1005', '12003', '12139', '12134', '12102', '2633', '2402', '12143', '10022', '42340', '12203', '42611', '41102', 'B12-20', '12320', '12138', '11462', '42415', '42429']"
STNR010754,"['12202', '26050', '12000', '25105', '27008', '1005', '12205', '12003', '12134', '12102', '41102', '2402', '12143', '10022', '42340', '12203', '47202', '12139', '2631', '42430', '25104', '42610', '11462']"
STNR010755,"['12202', '26050', '12000', '25105', '27008', '1005', '12205', '12003', '1005', '2402', '12134', '12102', '2402', '10022', '25104', '11462', '12203', '11462', '27020', '2402', '12139', '25301', '11203', '42611', 'B25-20', '12143', '12138', '2631', '42340']"
STNR010756,"['27002', '26050', '27007', '27022', '27023', '1005', '26400', '2633', '2633', '27028', '27026', '27015', '26202', '27034', '2402', '27051-1', '10050', '42610', '22111', '12134', '12102', '12139', '42430', '12320', 'B12-20']"
STNR010757,"['26030', '2631', '27016', '12701', '27008', '1006', '10018', '10240', '2402', '1034', '25106', '27026', '42610', '2135', '47203', '12143', '25105', '27022', '27023', '12205', '22400', '12134', '12102', '12139', 'B12-17', '12320']"
STNR010758,"['26030', '2631', '27016', '12701', '27008', '1006', '10018', '10240', '2402', '1034', '25106', '27026', '42610', '2135', '47203', '23302', '12143', '27022', '27023', '26400', '22400', '12102', '27028', '22208', 'B27-20', '22111', '26202']"
STNR010759,"['42340', '25105', '2402', '42610', '10020', '12139', '12134', '12102', '12203', '2633', '1035', '25105', '11462', '1016', '10022', '2633', '11462']"
STNR010760,"['12202', '26050', '12000', '2402', '27008', '25105', '25102', '1005', '41102', '12102', '12134', '2633', '12320', '10022', '12203', '12003', '41112', '1035', '42610', 'B41-20', '30532', '31001', '46300', '1418', '46200', '2450', '46310', '41317', '46230', '41315']"
STNR010761,"['12202', '26050', '12000', '27008', '25102', '1005', '12205', '42415', '41102', '12102', '2631', '2402', '25105', '10022', '12203', '12003', '2402', '25105', '42430', 'B12-20', '11462', '42611', '12139', '11857', '11858', '11859', '42270']"
STNR010762,"['12202', '26050', '12000', '26202', '1005', '12205', '12003', '1005', '27002', '12102', '2633', '12143', '25105', '25104', '12203', '42611', '2402', '12139', '12134', '12210', '10022', '11462', 'B12-20', '10022', '28870', '62202', '25301', '42351', '12237', '28871']"
STNR010763,"['12202', '26050', '12000', '25105', '1005', '12205', '12003', '1035', '12102', '12139', '2633', '26400', '25104', '10022', '12203', '25104', '26400', '10022', '2402', 'B25-20', '2402', '30150', '11462', '30141', '42611']"
STNR010764,"['12003', '12102', '12500', '1005', '10020', '12203', '42270', '1005', '2402', '12134', '12139', '2633', '25105', '1005', '11462', '42340']"
STNR010765,"['26030', '2631', '27016', '12701', '27008', '1006', '10018', '10240', '47202', '1034', '12102', '25106', '27026', '47203', '25107', '2402', '27023', '42610', '27022']"
STNR010766,"['12202', '26050', '12000', '12143', '26202', '27008', '27023', '1005', '2631', '12134', '12102', '41102', '10331', '25105', '10022', '12205', '12203', '47202', '42005', '12139', '25301', '42351', 'B12-20', '12320', '42610', '12320']"
STNR010767,"['12202', '26050', '12000', '27008', '1005', '12205', '26400', '2633', '2402', '12102', '42611', '25105', '10022', '11462', '12203']"
STNR010768,"['12202', '26050', '12000', '27008', '1005', '12205', '26202', '2633', '1034', '12102', '12139', '42611', '12143', '25105', '10020', '12003', '12203']"
STNR010769,"['12202', '26050', '12000', '27008', '1005', '12205', '12003', '12134', '12102', '12139', '2633', '12143', '25105', '10022', '2633', '12203']"
STNR010770,"['12202', '26050', '12000', '12143', '25105', '1005', '12205', '12102', '12139', '41102', '42611', '10022', '11462', '2631', '12003', '12203']"
STNR010771,"['12202', '26050', '12000', '27008', '1005', '12205', '26400', '2633', '12003', '12134', '12102', '41102', '42611', '2402', '12320', '10022', '12203']"
STNR010772,"['12202', '26050', '12000', '25105', '1005', '11462', '12205', '2633', '27002', '12102', '41102', '42611', '25104', '12320', '25102', '10022', '12203']"
STNR010773,"['12202', '26050', '12000', '25105', '1005', '11462', '2633', '27002', '12102', '41102', '42611', '25104', '12320', '25102', '10022', '12203']"
STNR010774,"['1005', '12202', '26050', '2631', '12000', '25105', '27008', '10022', '11462', '12205', '42340', '25102', '42611', '47202', '2402', '12102', '12139', '41102', 'B12-20', '12203']"
STNR010775,"['12202', '26050', '12000', '25105', '27008', '1005', '26400', '2633', '12134', '2402', '12102', '2633', '12143', '12205', '10020', '12003', '12203', '42429']"
STNR010776,"['12202', '12000', '25105', '27008', '1005', '11462', '12003', '12134', '2402', '27002', '12102', '41102', '2633', '25104', '12320', '10020', '11462', '12203']"
STNR010777,"['11937', '10933', '1903', '11921']"
STNR010778,"['62577', '62990', '2323', '2368', '62588', '62550', '2332', '62596', '1920', '62547', '2347', '62410', '02255-1', '31380', '42922', '2157', 'PRA01-30', '62413', '2157', 'DE62-20', '2223', '2269', '2229', '2239', '2267', '2268', '2233', '42490', '2291', '2193']"
STNR010779,"['PRA62-30', '31340', 'DE62-20', '31380', '31342', '31388', '2421', '2450', '31392', '42490', '31390', '2502', '2502', '31385', '2502', '2502', '2291']"
STNR010780,"['2393', '31380', '30300', '31310', '31388', '2224', '30320', '2246', '2203', '42490', 'S01-07-1', 'E01-30']"
STNR010781,"['2632', '31380', '2223', '2450', '2450', 'PRA62-30', '62738', '62618', '62999', '2456', 'DE01-20']"
STNR010782,"['31380', '2101', '2450', 'PRA62-30', 'DE62-20']"
STNR010783,"['31380', '31340', '31385', 'PRA62-30', 'DE62-20']"
STNR010784,"['31380', '2506', '2457', '2460', '2443', '2635', '42490', '2614', 'S01-05-2']"
STNR010785,"['42490', '31383', '30571', '31310', '31320', '31388', '2421', '2513', '31380', '2450', 'S01-05-1', 'E01-35']"
STNR010786,"['KU303', '2323', '26411', '62999', '42430', '23302', '23951', '23921', 'PRA23-30', 'DE23-20', '23101', '23521', '42490', '23522', '23102', '23211', '28231', '23564', '23662', '22208', '23520', '23212']"
STNR010787,"['28345', '28850', '28231', '27106', '28345', '28850', '28855', '27411', '24690', '26436', '42085', '28246', '28852', '28530']"
STNR010788,"['23101', '12202', '23522', '23511', '23102', '23206', '42490', '28231', '23564', '23732', '23205-1', '23662', '28233-2', 'E23-30']"
STNR010789,"['23102', '23520', '23211', 'S23-15-1', '23522', '12238', '41737', '42634', '28231']"
STNR010790,"['23981', '23962', '2323', '23924', 'KU301', 'KU304', 'KU306', 'KU302', '23932', '23951', '23732', '62999', '23921', 'PRA23-30', '42429', '62107', 'DE23-20', '23102', '23211', '27322', '28231', '23101', '23662', '22208', '23302', '23520', '42490']"
STNR010791,"['26330', '28316', '22281', '28212', '42490', '28214', '28212']"
STNR010792,"['2632', '62738', '31035', '62739', '31036', '31230', '31220', '62999', '31220', '62737', '62711', '2323', '2326']"
STNR010793,"['34366', '31352', '2450', '30330', '31353', '2205', '31632', '42490', '31220', '2393', '31354', '47310', '2471', 'E22-35']"
STNR010794,"['31220', '31340', '31310']"
STNR010795,['31300']
STNR010796,"['26028', '31001', '2450', '1035', 'KU011', 'KU011', '41650', 'KU004', '31605', '2402', '2512', 'KU006', '41650', '31605', 'KU012', 'KU005', 'KU010', '31540', '2601', '31300', '31520', '31561', 'B31-15', '2409', '1617', '42490', '2623', '2457', '2612', '22055', '2807', '2507', '2458', '22056', '2506', '2612', '2806', '2443']"
STNR010797,"['KU003', '2402', '2450', '1035', '26000', 'KU011', '41650', 'KU004', '31605', '2512', '31300', 'KU006', 'KU012', 'KU005', '31001', 'KU010', '31540', '31520', '31561', '2601', 'B01-15', '2409', '2610', '42490', '22525', '1617', '2456', '2504', '2582', '2506', '2514']"
STNR010798,"['42490', '31391', '31391', '2502', '2450', '2450', '31300', '34367', '31392', '2221', '31388', '31390']"
STNR010799,"['30010', '31001', '2138', '31011', '31012', '31003', '2102', '2139', '1005', '1035', '31400', '30010', '22050', '31300', '10024', '31015', '42429', '22051', '2156', '2155', '42611', '26027', 'B31-15', '2105', '2632']"
STNR010800,"['30010', '31001', '2138', '31011', '31012', '31003', '2102', '2138', '26027', '2139', '1005', '1005', '2138', '1035', '31400', '22620', '31300', '22050', '10024', '2102', '31015', '31388', '2139', '22051', '31400', '2450', '42611', '1035', '2504', '2502', '22050', '31375', '2403']"
STNR010801,"['30010', '31001', '2138', '31011', '31012', '31003', '2102', '2139', '1005', '2402', '1035', '31400', '30010', '22050', '31300', '10024', '31015', '31015', '22051', '42406', '42421', '11112', '42430', '1035', '42107', '26027', '41028', '42415', '42611']"
STNR010802,"['31001', '2138', '31011', '31012', '31003', '2138', '2139', '1005', '2403', '2403', '1005', '1035', '31400', '2633', '22050', '31300', '10024', '31015', '31300', '22051', '2502', '34021', '2450', '1418', '42611', '2506', 'B34-15', '2102']"
STNR010803,"['30010', '31001', '2138', '31011', '31012', '31003', '2102', '26027', '2139', '1005', '1037', '31400', '31300', '42611', '41680-1', '22050', '10024', '31015', '26301', '31725', '22051', '47202', '2450', 'S47-05-1', '2502', '34021', 'B10-15']"
STNR010804,"['2101', '31711', '10020', '31713', '1005', '47201', '31776', '1037', '42421', '42005', '31735', '2402', '31728', '31300', '34322', '31762', '2450', '46000', '31725']"
STNR010805,"['2101', '31711', '10020', '31713', '1005', '47201', '31776', '1037', '47211', '42005', '31735', '2402', '31728', '31300', '12143', '31762', '2450', '42610', '42101', '31725']"
