Course,Prerequisites
26265,"Bachelor in physics, chemistry or biology"
41792,Basic knowledge about statistics
31790,"Basic knowledge and concepts of electrical and mechanical
engineering"
41321,"41320.02002/02631, Routine in applying Navier-Stokes
   equations and experience with programming for data
   processing."
41734,41714/41787
47309,"10303/10333/47301, Basic knowledge of materials
   physics and experience with laboratory work and group work
   obtained, e.g., through courses 10303 and 10333"
31302,01005.01035
41342,(41344/41343/41347/41015/41312/41511/41533/02102/31001/31003)
41808,"41502.
(41560/41035/41214/41237/41564) .41516.41511"
02515,"0251102512, erfaring med programming (C#,C++,
python, java or similar); software system design and test; image
analysis; statistics"
62626,"62145.41000.62051.62088, Fundamental CAD in
   SolidWorks"
41422,41401/41045/41431.­41814.­41312
41533,"62675.01901.01920(samtidig) , Knowledge within basic
mechanics and statics. Surface integration and differential
calculus."
41860,"62604/41401/41045, Basic thermodynamics equivalent to
course 62604"
62635,62603og41860
62645,"01901 Calculus and algebra 1. 62675
Mechanics."
62694,"62675/01901, Statics and particle dynamics. Basic
course in calculus and algebra."
62770,"A level of competence in the use of a calculation program such
as Maple and Matlab is necessary, as well as an understanding of
the solution to systems of equations, differentials and integrals
and complex numbers."
62799,"01901/01920, Calculus and Algebra 1 and
   Calculus and Algebra 2"
62904,"Basismat - Introductory Mathematics for diploma engineers
Higher mathematics for diploma engineers Thermodynamics Modeling
and Fields & Flows or equivalent."
62614,"62694, A first course in engineering
dynamics. Good mathematical background."
62683,62675.41533.62145
41781,41782.41681
62146,62145
62148,"62904.62800, 62904 Applied Control Engineering
   62800 Introduction to electronics and
   robotics"
62607,"62904.62800.62606, 62904 Applied Control Engineering
   62800 Introduction to electronics and
   robotics"
62800,"62677/62904, 62677 Applied Control Engineering
   62904 Applied Control
   Engineering"""
41270,41202/41201.42009
62646,"01901 Calculus and algebra 1. 62675
Mechanics."
41682,"Materials technology e.g.
41650/​41657/​41659/​41681/​41683/​41680.41684"
41341,(41344/41343/41347/41015/41312/41511/41533/02102/31001/31003)
41347,41401/41045
62629,"62603and62657, Thermodynamics and Fluid
Mechanics."
31232,31230/31236
31391,"Strongly recommended: Programming, Python, Linux Optionally:
C++"
31750,"31730/31742.31300, Linear Control Design
   1"
02451,"31606.02402/02403/02405/02323.01005/01006/01015, Linear systems or basic signal
   analysis and introductory statistics"
30021,"30010, Experience with C programming or the
like and a basic knowledge of the microprocessor and its
interfacing with peripherals."
31352,31351/31001/31003/31039
31354,31037/31036/31350/31351.­31352
31730,"Basic knowledge within AC-circuits and main AC
components."
31756,31036/31351/31352
31745,"3173031742, Power System,
Fundamentals"
31390,"Students attending this course have ideally prior experience
with some of the following topics: c++ or python programming, ROS,
camera and image handling, PID control, modeling mechanical
systems, state estimation and perception for
robotics."
31392,"31391, Image processing, kalman filtering,
software architectures for autonomous
systems"
31377,"(31300/31301/31310).­31383.­(02631/02632/02633) , Any Introductory course in
   Python programming is recommended"
02625,"02631/02633.02610.02601, Experience with Matlab
   programming (e.g, 02631/33), numerical computations (e.g.,
   02601) and partial differential equations (e.g.,
   01246/01418)."
31545,"31540.­31658/31610.­31561/02451/ , Courses in signal processing and
   biomedical engineering"
22001,"(31605/22050)/(31606/22051)/22052730160 , Matlab will be used extensively
   in the course on a weekly basis. Prior knowledge would be
   beneficial, but additional material will be provided if
   required."
31260,"31200.01418, Fundamentals of acoustics and
   noise control Basic signal processing"
31221,31220
31353,"31352, students must attend the course
31352 before signning up the course 31353"
31210,31605.31606
31631,"31003eller62732, Basic knowledge of electronics and
circuit theory (31003) or Analog Electronics
(62732)"
34365,Either/enten34315or/eller34338or/eller34346
34367,"34666, The course is based on the project
description that was an assignment in course 34366."
62700,"62760/62761/62704, A suitable number of relevant
   courses, which yields a high understanding of calculations on
   three phase systems, e.g. unsymmetrical faults and especially
   short-circuit currents"
62726,First four semesters must be passed.
02205,"02138.02139, Basic course in digital
   systems"
27510,"27020, or similar."
31415,"31405, Wireless
Communication"
31420,"31405.­31415.­31400/31035.­31412.­31418, Wireless Communications. RF
   Communications Circuits. Electromagnetics Knowledge of
   semiconductor devices structure and operation an
   advantage"
31445,"The course requires knowledge of analogue and digital circuit
design, electromagnetics (Maxwell's equations and transmission
lines), and basics of Fourier and Laplace transformation
methods."
30340,"General knowledge about electronics and electronic systems and
basic knowledge about transmission lines and electromagnetics.
Also, knowledge about signal analysis and programming, e.g. MATLAB,
is required."
31430,"31417.31428, The course requires knowledge
   about fundamental antenna theory and advanced electromagnetic
   field theory as contained in the two prerequisite courses.
   Courses on applied math and numerical methods."
31632,"31631.31606, Knowledge about MOS transistor
models and basic CMOS amplifier circuits. Knowledge about signal
processing in continuous time and discrete
time."
31633,"Course 31630 or course 31631 and 31632 or courses with a
similar content"
02513,"0250202504, It is recommended to have taken a
course in basic image analysis and preferable practical experience
with solving image analysis problems."
02203,"02139.­(02100/02102)/02132, Basic skills in programming and
   digital electronics including some knowledge of VHDL (or another
   hardware description language)."
31372,"31370, Knowledge of object oriented
analysis and programming fundamental understanding of control
systems and modelling"
33483,"Knowledge of the structure of mammalian cells will be an
advantage. It will be an advantage if you already know basic cell
biology concepts."
31375,"Experience of programming in C/C++/Java as obtained in 31388,
31371, 02101 or 02131 is essential for following the
course."
02229,"((02101.­02161)/02160).­02105, Solid working knowledge of an
   imperative programming language. Knowledge of algorithms and
   data structures. Basic software engineering
   skills."
31786,"31730.31756.31782, Basic knowledge to power systems,
electronics and machines"
31351,*
62608,"62904, 62904 Applied Control Engineering
62606 Applied discrete control of mechanical, fluidic and thermal
plants"
62643,62675and62694
31789,"Basic knowledge and concepts of electrical and mechanical
engineering"
22002,22000/22003
34046,34020/34021
31551,"31547, The course requires extensive prior
MR knowledge corresponding to the end level of DTU course
""31547 Medical Magnetic Resonance
Imaging""."
31035,"01902.62732, Calculus and algebra; Analogue
   Electronics"
62738,"01964/31022/62736, The student must be in possecion
   of and confident in using his own processor-kit from the very
   beginning of the course - i.e. obtained in an earlier course
   within digital technique and
   programming."
